ENSG00000000003	ENSGGOG00000010003
ENSG00000102195	ENSGGOG00000012815
ENSG00000102218	ENSGGOG00000006622
ENSG00000102221	ENSGGOG00000005927
ENSG00000102225	ENSGGOG00000002494
ENSG00000102226	ENSGGOG00000037731
ENSG00000102230	ENSGGOG00000002402
ENSG00000102239	ENSGGOG00000003297
ENSG00000102241	ENSGGOG00000026072
ENSG00000102243	ENSGGOG00000006552
ENSG00000102245	ENSGGOG00000010483
ENSG00000102265	ENSGGOG00000022347
ENSG00000102271	ENSGGOG00000002307
ENSG00000102287	ENSGGOG00000001378
ENSG00000102302	ENSGGOG00000007985
ENSG00000102309	ENSGGOG00000016008
ENSG00000102312	ENSGGOG00000004796
ENSG00000102313	ENSGGOG00000011042
ENSG00000102316	ENSGGOG00000002286
ENSG00000102317	ENSGGOG00000005864
ENSG00000102349	ENSGGOG00000008188
ENSG00000102359	ENSGGOG00000010009
ENSG00000102362	ENSGGOG00000001159
ENSG00000102383	ENSGGOG00000004488
ENSG00000102384	ENSGGOG00000012614
ENSG00000102385	ENSGGOG00000004271
ENSG00000102387	ENSGGOG00000004463
ENSG00000102390	ENSGGOG00000013084
ENSG00000102393	ENSGGOG00000008092
ENSG00000102409	ENSGGOG00000039843
ENSG00000102445	ENSGGOG00000010430
ENSG00000102452	ENSGGOG00000007476
ENSG00000102466	ENSGGOG00000006822
ENSG00000102468	ENSGGOG00000038568
ENSG00000102471	ENSGGOG00000043636
ENSG00000102524	ENSGGOG00000021978
ENSG00000102531	ENSGGOG00000005701
ENSG00000102539	ENSGGOG00000003817
ENSG00000102543	ENSGGOG00000005192
ENSG00000102547	ENSGGOG00000000576
ENSG00000102554	ENSGGOG00000003245
ENSG00000102572	ENSGGOG00000001983
ENSG00000102575	ENSGGOG00000012412
ENSG00000102580	ENSGGOG00000001314
ENSG00000102595	ENSGGOG00000010803
ENSG00000102606	ENSGGOG00000007561
ENSG00000102678	ENSGGOG00000004983
ENSG00000102683	ENSGGOG00000014274
ENSG00000102699	ENSGGOG00000002940
ENSG00000102710	ENSGGOG00000011916
ENSG00000102738	ENSGGOG00000006468
ENSG00000102743	ENSGGOG00000025261
ENSG00000102753	ENSGGOG00000037674
ENSG00000102755	ENSGGOG00000008750
ENSG00000102760	ENSGGOG00000002722
ENSG00000102763	ENSGGOG00000009902
ENSG00000102780	ENSGGOG00000000410
ENSG00000102781	ENSGGOG00000026875
ENSG00000102786	ENSGGOG00000001176
ENSG00000102794	ENSGGOG00000014878
ENSG00000102796	ENSGGOG00000011170
ENSG00000102802	ENSGGOG00000009867
ENSG00000102804	ENSGGOG00000012857
ENSG00000102837	ENSGGOG00000012253
ENSG00000102854	ENSGGOG00000013962
ENSG00000102858	ENSGGOG00000010922
ENSG00000102870	ENSGGOG00000016743
ENSG00000102871	ENSGGOG00000011883
ENSG00000102878	ENSGGOG00000011899
ENSG00000102879	ENSGGOG00000012716
ENSG00000102882	ENSGGOG00000008951
ENSG00000102886	ENSGGOG00000008947
ENSG00000102890	ENSGGOG00000011935
ENSG00000102891	ENSGGOG00000005198
ENSG00000102893	ENSGGOG00000003010
ENSG00000102897	ENSGGOG00000044012
ENSG00000102898	ENSGGOG00000023925
ENSG00000102900	ENSGGOG00000010092
ENSG00000102901	ENSGGOG00000001458
ENSG00000102904	ENSGGOG00000001452
ENSG00000102908	ENSGGOG00000006817
ENSG00000102910	ENSGGOG00000006559
ENSG00000102921	ENSGGOG00000015565
ENSG00000102924	ENSGGOG00000015205
ENSG00000102931	ENSGGOG00000005471
ENSG00000102934	ENSGGOG00000023257
ENSG00000102935	ENSGGOG00000016641
ENSG00000102962	ENSGGOG00000043845
ENSG00000102967	ENSGGOG00000013030
ENSG00000102970	ENSGGOG00000001825
ENSG00000102974	ENSGGOG00000001063
ENSG00000102978	ENSGGOG00000012415
ENSG00000102981	ENSGGOG00000003886
ENSG00000102984	ENSGGOG00000005863
ENSG00000102996	ENSGGOG00000000025
ENSG00000103005	ENSGGOG00000017147
ENSG00000103018	ENSGGOG00000015031
ENSG00000103021	ENSGGOG00000013504
ENSG00000103023	ENSGGOG00000041006
ENSG00000103024	ENSGGOG00000006229
ENSG00000103034	ENSGGOG00000009535
ENSG00000103035	ENSGGOG00000009774
ENSG00000103037	ENSGGOG00000009544
ENSG00000103042	ENSGGOG00000043583
ENSG00000103043	ENSGGOG00000013079
ENSG00000103044	ENSGGOG00000004183
ENSG00000103047	ENSGGOG00000010033
ENSG00000103051	ENSGGOG00000005952
ENSG00000103056	ENSGGOG00000037316
ENSG00000103061	ENSGGOG00000001561
ENSG00000103064	ENSGGOG00000036988
ENSG00000103066	ENSGGOG00000001557
ENSG00000103067	ENSGGOG00000010150
ENSG00000103089	ENSGGOG00000013529
ENSG00000103091	ENSGGOG00000014559
ENSG00000103111	ENSGGOG00000016471
ENSG00000103121	ENSGGOG00000006740
ENSG00000103126	ENSGGOG00000009760
ENSG00000103145	ENSGGOG00000005157
ENSG00000103148	ENSGGOG00000010495
ENSG00000103150	ENSGGOG00000008007
ENSG00000103152	ENSGGOG00000010489
ENSG00000103154	ENSGGOG00000036485
ENSG00000103160	ENSGGOG00000016026
ENSG00000103168	ENSGGOG00000000942
ENSG00000103174	ENSGGOG00000004837
ENSG00000103175	ENSGGOG00000013828
ENSG00000103184	ENSGGOG00000007151
ENSG00000103187	ENSGGOG00000036489
ENSG00000103194	ENSGGOG00000012792
ENSG00000103196	ENSGGOG00000002690
ENSG00000103202	ENSGGOG00000004512
ENSG00000103222	ENSGGOG00000004324
ENSG00000103227	ENSGGOG00000002451
ENSG00000103241	ENSGGOG00000025357
ENSG00000103245	ENSGGOG00000013946
ENSG00000103248	ENSGGOG00000014557
ENSG00000103249	ENSGGOG00000014942
ENSG00000103253	ENSGGOG00000013934
ENSG00000103254	ENSGGOG00000013916
ENSG00000103257	ENSGGOG00000024266
ENSG00000103260	ENSGGOG00000013908
ENSG00000103264	ENSGGOG00000009386
ENSG00000103266	ENSGGOG00000043504
ENSG00000103269	ENSGGOG00000013845
ENSG00000103274	ENSGGOG00000000962
ENSG00000103275	ENSGGOG00000042163
ENSG00000103310	ENSGGOG00000000083
ENSG00000103313	ENSGGOG00000015800
ENSG00000103316	ENSGGOG00000016331
ENSG00000103319	ENSGGOG00000015267
ENSG00000103326	ENSGGOG00000007870
ENSG00000103335	ENSGGOG00000012587
ENSG00000103342	ENSGGOG00000004071
ENSG00000103343	ENSGGOG00000016442
ENSG00000103351	ENSGGOG00000016576
ENSG00000103353	ENSGGOG00000023463
ENSG00000103355	ENSGGOG00000015312
ENSG00000103356	ENSGGOG00000007365
ENSG00000103363	ENSGGOG00000015306
ENSG00000103365	ENSGGOG00000004218
ENSG00000103375	ENSGGOG00000011047
ENSG00000103381	ENSGGOG00000009477
ENSG00000103404	ENSGGOG00000005221
ENSG00000103415	ENSGGOG00000008494
ENSG00000103423	ENSGGOG00000009927
ENSG00000103429	ENSGGOG00000024765
ENSG00000103449	ENSGGOG00000000663
ENSG00000103460	ENSGGOG00000009117
ENSG00000103479	ENSGGOG00000025953
ENSG00000103485	ENSGGOG00000012175
ENSG00000103489	ENSGGOG00000004435
ENSG00000103490	ENSGGOG00000017148
ENSG00000103494	ENSGGOG00000011141
ENSG00000103495	ENSGGOG00000042750
ENSG00000103496	ENSGGOG00000002602
ENSG00000103502	ENSGGOG00000015612
ENSG00000103507	ENSGGOG00000013592
ENSG00000103510	ENSGGOG00000013606
ENSG00000103522	ENSGGOG00000041263
ENSG00000103528	ENSGGOG00000013679
ENSG00000103534	ENSGGOG00000004215
ENSG00000103540	ENSGGOG00000005644
ENSG00000103544	ENSGGOG00000005652
ENSG00000103546	ENSGGOG00000005154
ENSG00000103549	ENSGGOG00000016728
ENSG00000103569	ENSGGOG00000012151
ENSG00000103599	ENSGGOG00000004722
ENSG00000103642	ENSGGOG00000014658
ENSG00000103647	ENSGGOG00000013046
ENSG00000103653	ENSGGOG00000011152
ENSG00000103657	ENSGGOG00000013126
ENSG00000103671	ENSGGOG00000022608
ENSG00000103707	ENSGGOG00000001124
ENSG00000103710	ENSGGOG00000024110
ENSG00000103723	ENSGGOG00000006777
ENSG00000103740	ENSGGOG00000002234
ENSG00000103742	ENSGGOG00000010463
ENSG00000103769	ENSGGOG00000014252
ENSG00000103811	ENSGGOG00000012275
ENSG00000103852	ENSGGOG00000014879
ENSG00000103855	ENSGGOG00000013930
ENSG00000103876	ENSGGOG00000015621
ENSG00000103888	ENSGGOG00000004531
ENSG00000103932	ENSGGOG00000007018
ENSG00000103942	ENSGGOG00000015739
ENSG00000103966	ENSGGOG00000011817
ENSG00000103978	ENSGGOG00000000376
ENSG00000103994	ENSGGOG00000007774
ENSG00000103995	ENSGGOG00000000404
ENSG00000104043	ENSGGOG00000015212
ENSG00000104044	ENSGGOG00000005900
ENSG00000104047	ENSGGOG00000027921
ENSG00000104055	ENSGGOG00000006555
ENSG00000104059	ENSGGOG00000012146
ENSG00000104064	ENSGGOG00000007783
ENSG00000104067	ENSGGOG00000022637
ENSG00000104081	ENSGGOG00000037507
ENSG00000104093	ENSGGOG00000014666
ENSG00000104112	ENSGGOG00000002662
ENSG00000104129	ENSGGOG00000000051
ENSG00000104131	ENSGGOG00000000548
ENSG00000104133	ENSGGOG00000011834
ENSG00000104142	ENSGGOG00000002993
ENSG00000104147	ENSGGOG00000000331
ENSG00000104154	ENSGGOG00000015394
ENSG00000104164	ENSGGOG00000013892
ENSG00000104177	ENSGGOG00000014968
ENSG00000104205	ENSGGOG00000016867
ENSG00000104213	ENSGGOG00000014460
ENSG00000104218	ENSGGOG00000027574
ENSG00000104219	ENSGGOG00000016909
ENSG00000104221	ENSGGOG00000012892
ENSG00000104228	ENSGGOG00000010652
ENSG00000104231	ENSGGOG00000023665
ENSG00000104237	ENSGGOG00000012280
ENSG00000104267	ENSGGOG00000027324
ENSG00000104290	ENSGGOG00000024822
ENSG00000104299	ENSGGOG00000017009
ENSG00000104312	ENSGGOG00000010840
ENSG00000104313	ENSGGOG00000003213
ENSG00000104320	ENSGGOG00000027731
ENSG00000104321	ENSGGOG00000002368
ENSG00000104324	ENSGGOG00000004762
ENSG00000104325	ENSGGOG00000002614
ENSG00000104327	ENSGGOG00000004938
ENSG00000104331	ENSGGOG00000025130
ENSG00000104332	ENSGGOG00000037132
ENSG00000104341	ENSGGOG00000000543
ENSG00000104343	ENSGGOG00000007459
ENSG00000104356	ENSGGOG00000003176
ENSG00000104361	ENSGGOG00000002387
ENSG00000104365	ENSGGOG00000006769
ENSG00000104368	ENSGGOG00000025616
ENSG00000104369	ENSGGOG00000002826
ENSG00000104371	ENSGGOG00000015784
ENSG00000104375	ENSGGOG00000034989
ENSG00000104381	ENSGGOG00000002829
ENSG00000104388	ENSGGOG00000043049
ENSG00000104408	ENSGGOG00000022955
ENSG00000104412	ENSGGOG00000023750
ENSG00000104413	ENSGGOG00000003627
ENSG00000104415	ENSGGOG00000015201
ENSG00000104419	ENSGGOG00000015208
ENSG00000104427	ENSGGOG00000014981
ENSG00000104432	ENSGGOG00000000476
ENSG00000104435	ENSGGOG00000004781
ENSG00000104442	ENSGGOG00000022803
ENSG00000104447	ENSGGOG00000004993
ENSG00000104450	ENSGGOG00000010949
ENSG00000104472	ENSGGOG00000040367
ENSG00000104490	ENSGGOG00000021945
ENSG00000104497	ENSGGOG00000003611
ENSG00000104517	ENSGGOG00000003058
ENSG00000104518	ENSGGOG00000006736
ENSG00000104522	ENSGGOG00000002394
ENSG00000104524	ENSGGOG00000002393
ENSG00000104529	ENSGGOG00000002389
ENSG00000104537	ENSGGOG00000008148
ENSG00000104549	ENSGGOG00000007317
ENSG00000104611	ENSGGOG00000009657
ENSG00000104613	ENSGGOG00000000190
ENSG00000104626	ENSGGOG00000013059
ENSG00000104635	ENSGGOG00000003765
ENSG00000104643	ENSGGOG00000016267
ENSG00000104660	ENSGGOG00000012811
ENSG00000104671	ENSGGOG00000013074
ENSG00000104679	ENSGGOG00000013817
ENSG00000104687	ENSGGOG00000002336
ENSG00000104689	ENSGGOG00000002170
ENSG00000104691	ENSGGOG00000016076
ENSG00000104695	ENSGGOG00000013978
ENSG00000104714	ENSGGOG00000011781
ENSG00000104722	ENSGGOG00000009880
ENSG00000104723	ENSGGOG00000014405
ENSG00000104728	ENSGGOG00000011064
ENSG00000104731	ENSGGOG00000003483
ENSG00000104738	ENSGGOG00000006080
ENSG00000104755	ENSGGOG00000038491
ENSG00000104760	ENSGGOG00000017006
ENSG00000104763	ENSGGOG00000014534
ENSG00000104765	ENSGGOG00000041240
ENSG00000104774	ENSGGOG00000013365
ENSG00000104783	ENSGGOG00000005490
ENSG00000104804	ENSGGOG00000006328
ENSG00000104805	ENSGGOG00000006339
ENSG00000104808	ENSGGOG00000001203
ENSG00000104812	ENSGGOG00000001972
ENSG00000104814	ENSGGOG00000016787
ENSG00000104823	ENSGGOG00000003550
ENSG00000104824	ENSGGOG00000004067
ENSG00000104825	ENSGGOG00000002491
ENSG00000104833	ENSGGOG00000027067
ENSG00000104848	ENSGGOG00000013743
ENSG00000104852	ENSGGOG00000008245
ENSG00000104853	ENSGGOG00000008020
ENSG00000104856	ENSGGOG00000003380
ENSG00000104859	ENSGGOG00000003384
ENSG00000104863	ENSGGOG00000008396
ENSG00000104866	ENSGGOG00000008674
ENSG00000104870	ENSGGOG00000008774
ENSG00000104872	ENSGGOG00000016642
ENSG00000104879	ENSGGOG00000008806
ENSG00000104880	ENSGGOG00000004730
ENSG00000104883	ENSGGOG00000004741
ENSG00000104884	ENSGGOG00000015842
ENSG00000104885	ENSGGOG00000006592
ENSG00000104886	ENSGGOG00000006605
ENSG00000104888	ENSGGOG00000016632
ENSG00000104889	ENSGGOG00000005846
ENSG00000104892	ENSGGOG00000015830
ENSG00000104894	ENSGGOG00000016357
ENSG00000104897	ENSGGOG00000006613
ENSG00000104899	ENSGGOG00000025278
ENSG00000104901	ENSGGOG00000016382
ENSG00000104903	ENSGGOG00000023512
ENSG00000104904	ENSGGOG00000007571
ENSG00000104907	ENSGGOG00000014007
ENSG00000104915	ENSGGOG00000009480
ENSG00000104918	ENSGGOG00000009545
ENSG00000104921	ENSGGOG00000006991
ENSG00000104936	ENSGGOG00000007967
ENSG00000104938	ENSGGOG00000015715
ENSG00000104941	ENSGGOG00000003405
ENSG00000104946	ENSGGOG00000010211
ENSG00000104951	ENSGGOG00000010229
ENSG00000104953	ENSGGOG00000014760
ENSG00000104957	ENSGGOG00000006623
ENSG00000104964	ENSGGOG00000010731
ENSG00000104967	ENSGGOG00000000325
ENSG00000104969	ENSGGOG00000007913
ENSG00000104973	ENSGGOG00000010163
ENSG00000104976	ENSGGOG00000022392
ENSG00000104979	ENSGGOG00000027024
ENSG00000104980	ENSGGOG00000005220
ENSG00000104983	ENSGGOG00000011115
ENSG00000104998	ENSGGOG00000011506
ENSG00000105011	ENSGGOG00000013302
ENSG00000105048	ENSGGOG00000006050
ENSG00000105053	ENSGGOG00000026286
ENSG00000105058	ENSGGOG00000022418
ENSG00000105063	ENSGGOG00000005358
ENSG00000105072	ENSGGOG00000016339
ENSG00000105085	ENSGGOG00000016370
ENSG00000105088	ENSGGOG00000006013
ENSG00000105122	ENSGGOG00000000560
ENSG00000105127	ENSGGOG00000013427
ENSG00000105131	ENSGGOG00000010769
ENSG00000105135	ENSGGOG00000010556
ENSG00000105137	ENSGGOG00000010548
ENSG00000105141	ENSGGOG00000000431
ENSG00000105143	ENSGGOG00000013450
ENSG00000105146	ENSGGOG00000007994
ENSG00000105171	ENSGGOG00000038346
ENSG00000105173	ENSGGOG00000008452
ENSG00000105176	ENSGGOG00000005886
ENSG00000105185	ENSGGOG00000006169
ENSG00000105186	ENSGGOG00000008596
ENSG00000105193	ENSGGOG00000014414
ENSG00000105197	ENSGGOG00000014454
ENSG00000105198	ENSGGOG00000021929
ENSG00000105202	ENSGGOG00000013076
ENSG00000105204	ENSGGOG00000013068
ENSG00000105219	ENSGGOG00000001396
ENSG00000105220	ENSGGOG00000016932
ENSG00000105221	ENSGGOG00000001397
ENSG00000105223	ENSGGOG00000011018
ENSG00000105227	ENSGGOG00000011031
ENSG00000105229	ENSGGOG00000007895
ENSG00000105245	ENSGGOG00000008713
ENSG00000105246	ENSGGOG00000011932
ENSG00000105248	ENSGGOG00000000335
ENSG00000105251	ENSGGOG00000010231
ENSG00000105254	ENSGGOG00000015419
ENSG00000105255	ENSGGOG00000012955
ENSG00000105258	ENSGGOG00000015426
ENSG00000105261	ENSGGOG00000015431
ENSG00000105270	ENSGGOG00000000887
ENSG00000105278	ENSGGOG00000002866
ENSG00000105281	ENSGGOG00000008792
ENSG00000105287	ENSGGOG00000010508
ENSG00000105289	ENSGGOG00000004626
ENSG00000105290	ENSGGOG00000004014
ENSG00000105298	ENSGGOG00000012532
ENSG00000105321	ENSGGOG00000015097
ENSG00000105323	ENSGGOG00000009804
ENSG00000105325	ENSGGOG00000002200
ENSG00000105329	ENSGGOG00000016591
ENSG00000105339	ENSGGOG00000008013
ENSG00000105341	ENSGGOG00000013041
ENSG00000105352	ENSGGOG00000001981
ENSG00000105355	ENSGGOG00000015057
ENSG00000105357	ENSGGOG00000002636
ENSG00000105364	ENSGGOG00000036529
ENSG00000105366	ENSGGOG00000002802
ENSG00000105369	ENSGGOG00000015280
ENSG00000105370	ENSGGOG00000014776
ENSG00000105371	ENSGGOG00000005987
ENSG00000105372	ENSGGOG00000015279
ENSG00000105373	ENSGGOG00000005462
ENSG00000105374	ENSGGOG00000014782
ENSG00000105376	ENSGGOG00000005992
ENSG00000105379	ENSGGOG00000009131
ENSG00000105383	ENSGGOG00000010809
ENSG00000105392	ENSGGOG00000016158
ENSG00000105393	ENSGGOG00000005781
ENSG00000105397	ENSGGOG00000006028
ENSG00000105398	ENSGGOG00000012156
ENSG00000105401	ENSGGOG00000008098
ENSG00000105402	ENSGGOG00000000703
ENSG00000105404	ENSGGOG00000003948
ENSG00000105409	ENSGGOG00000005963
ENSG00000105426	ENSGGOG00000008094
ENSG00000105427	ENSGGOG00000000760
ENSG00000105428	ENSGGOG00000002709
ENSG00000105429	ENSGGOG00000000758
ENSG00000105438	ENSGGOG00000022018
ENSG00000105443	ENSGGOG00000013458
ENSG00000105447	ENSGGOG00000013449
ENSG00000105464	ENSGGOG00000013433
ENSG00000105467	ENSGGOG00000023884
ENSG00000105472	ENSGGOG00000025967
ENSG00000105479	ENSGGOG00000001249
ENSG00000105483	ENSGGOG00000000259
ENSG00000105486	ENSGGOG00000015042
ENSG00000105492	ENSGGOG00000005332
ENSG00000105497	ENSGGOG00000007359
ENSG00000105499	ENSGGOG00000013321
ENSG00000105507	ENSGGOG00000003125
ENSG00000105509	ENSGGOG00000028194
ENSG00000105514	ENSGGOG00000042437
ENSG00000105516	ENSGGOG00000001444
ENSG00000105518	ENSGGOG00000014202
ENSG00000105520	ENSGGOG00000002538
ENSG00000105523	ENSGGOG00000008727
ENSG00000105538	ENSGGOG00000001240
ENSG00000105549	ENSGGOG00000010593
ENSG00000105550	ENSGGOG00000001246
ENSG00000105552	ENSGGOG00000003564
ENSG00000105556	ENSGGOG00000013307
ENSG00000105559	ENSGGOG00000006315
ENSG00000105568	ENSGGOG00000006655
ENSG00000105576	ENSGGOG00000013442
ENSG00000105583	ENSGGOG00000013381
ENSG00000105605	ENSGGOG00000012615
ENSG00000105607	ENSGGOG00000003411
ENSG00000105610	ENSGGOG00000003408
ENSG00000105612	ENSGGOG00000003402
ENSG00000105613	ENSGGOG00000003390
ENSG00000105617	ENSGGOG00000013007
ENSG00000105618	ENSGGOG00000016516
ENSG00000105619	ENSGGOG00000016508
ENSG00000105639	ENSGGOG00000005727
ENSG00000105640	ENSGGOG00000039445
ENSG00000105641	ENSGGOG00000005541
ENSG00000105642	ENSGGOG00000005791
ENSG00000105643	ENSGGOG00000005798
ENSG00000105647	ENSGGOG00000016197
ENSG00000105649	ENSGGOG00000008890
ENSG00000105650	ENSGGOG00000010732
ENSG00000105655	ENSGGOG00000016939
ENSG00000105656	ENSGGOG00000002438
ENSG00000105662	ENSGGOG00000000987
ENSG00000105664	ENSGGOG00000007897
ENSG00000105668	ENSGGOG00000004770
ENSG00000105669	ENSGGOG00000006987
ENSG00000105671	ENSGGOG00000037966
ENSG00000105672	ENSGGOG00000009978
ENSG00000105675	ENSGGOG00000000130
ENSG00000105676	ENSGGOG00000006708
ENSG00000105677	ENSGGOG00000000129
ENSG00000105679	ENSGGOG00000000127
ENSG00000105695	ENSGGOG00000014564
ENSG00000105696	ENSGGOG00000011271
ENSG00000105697	ENSGGOG00000000768
ENSG00000105698	ENSGGOG00000000767
ENSG00000105699	ENSGGOG00000000766
ENSG00000105701	ENSGGOG00000012866
ENSG00000105705	ENSGGOG00000002984
ENSG00000105707	ENSGGOG00000005066
ENSG00000105708	ENSGGOG00000022750
ENSG00000105711	ENSGGOG00000005063
ENSG00000105717	ENSGGOG00000006000
ENSG00000105722	ENSGGOG00000004656
ENSG00000105723	ENSGGOG00000004649
ENSG00000105726	ENSGGOG00000006026
ENSG00000105732	ENSGGOG00000027095
ENSG00000105737	ENSGGOG00000013654
ENSG00000105738	ENSGGOG00000006506
ENSG00000105750	ENSGGOG00000014431
ENSG00000105755	ENSGGOG00000003960
ENSG00000105767	ENSGGOG00000009172
ENSG00000105771	ENSGGOG00000000428
ENSG00000105778	ENSGGOG00000010335
ENSG00000105784	ENSGGOG00000034852
ENSG00000105792	ENSGGOG00000034860
ENSG00000105793	ENSGGOG00000034985
ENSG00000105810	ENSGGOG00000025851
ENSG00000105819	ENSGGOG00000003952
ENSG00000105821	ENSGGOG00000004459
ENSG00000105825	ENSGGOG00000004510
ENSG00000105829	ENSGGOG00000002176
ENSG00000105835	ENSGGOG00000012208
ENSG00000105849	ENSGGOG00000026888
ENSG00000105851	ENSGGOG00000014735
ENSG00000105852	ENSGGOG00000013258
ENSG00000105855	ENSGGOG00000002471
ENSG00000105856	ENSGGOG00000007788
ENSG00000105865	ENSGGOG00000003821
ENSG00000105866	ENSGGOG00000001332
ENSG00000105875	ENSGGOG00000000897
ENSG00000105877	ENSGGOG00000004748
ENSG00000105879	ENSGGOG00000004921
ENSG00000105880	ENSGGOG00000004399
ENSG00000105887	ENSGGOG00000038259
ENSG00000105889	ENSGGOG00000001859
ENSG00000105894	ENSGGOG00000026927
ENSG00000105926	ENSGGOG00000005158
ENSG00000105928	ENSGGOG00000005163
ENSG00000105929	ENSGGOG00000008794
ENSG00000105939	ENSGGOG00000000653
ENSG00000105948	ENSGGOG00000005695
ENSG00000105953	ENSGGOG00000010729
ENSG00000105954	ENSGGOG00000011997
ENSG00000105963	ENSGGOG00000012660
ENSG00000105967	ENSGGOG00000009901
ENSG00000105968	ENSGGOG00000039239
ENSG00000105971	ENSGGOG00000015074
ENSG00000105974	ENSGGOG00000027870
ENSG00000105976	ENSGGOG00000012982
ENSG00000105982	ENSGGOG00000004368
ENSG00000105983	ENSGGOG00000015072
ENSG00000105989	ENSGGOG00000009721
ENSG00000105991	ENSGGOG00000002209
ENSG00000105993	ENSGGOG00000004703
ENSG00000105996	ENSGGOG00000002211
ENSG00000105997	ENSGGOG00000002213
ENSG00000106003	ENSGGOG00000003639
ENSG00000106004	ENSGGOG00000002217
ENSG00000106006	ENSGGOG00000002218
ENSG00000106009	ENSGGOG00000008928
ENSG00000106012	ENSGGOG00000040359
ENSG00000106013	ENSGGOG00000025444
ENSG00000106018	ENSGGOG00000007385
ENSG00000106025	ENSGGOG00000034918
ENSG00000106028	ENSGGOG00000009615
ENSG00000106031	ENSGGOG00000005309
ENSG00000106034	ENSGGOG00000014223
ENSG00000106038	ENSGGOG00000016143
ENSG00000106049	ENSGGOG00000013267
ENSG00000106052	ENSGGOG00000022253
ENSG00000106066	ENSGGOG00000009483
ENSG00000106069	ENSGGOG00000012719
ENSG00000106070	ENSGGOG00000006482
ENSG00000106078	ENSGGOG00000009530
ENSG00000106080	ENSGGOG00000014543
ENSG00000106086	ENSGGOG00000006031
ENSG00000106089	ENSGGOG00000001457
ENSG00000106100	ENSGGOG00000005081
ENSG00000106105	ENSGGOG00000004916
ENSG00000106113	ENSGGOG00000028007
ENSG00000106123	ENSGGOG00000015601
ENSG00000106125	ENSGGOG00000028054
ENSG00000106128	ENSGGOG00000001291
ENSG00000106144	ENSGGOG00000003582
ENSG00000106153	ENSGGOG00000014938
ENSG00000106211	ENSGGOG00000002700
ENSG00000106236	ENSGGOG00000014713
ENSG00000106244	ENSGGOG00000025196
ENSG00000106245	ENSGGOG00000015119
ENSG00000106246	ENSGGOG00000015123
ENSG00000106258	ENSGGOG00000003875
ENSG00000106261	ENSGGOG00000005107
ENSG00000106263	ENSGGOG00000016291
ENSG00000106266	ENSGGOG00000011978
ENSG00000106268	ENSGGOG00000011969
ENSG00000106278	ENSGGOG00000023127
ENSG00000106290	ENSGGOG00000002747
ENSG00000106299	ENSGGOG00000024699
ENSG00000106302	ENSGGOG00000006314
ENSG00000106304	ENSGGOG00000006946
ENSG00000106305	ENSGGOG00000007974
ENSG00000106327	ENSGGOG00000012162
ENSG00000106328	ENSGGOG00000016761
ENSG00000106330	ENSGGOG00000010749
ENSG00000106333	ENSGGOG00000010740
ENSG00000106336	ENSGGOG00000023939
ENSG00000106341	ENSGGOG00000012803
ENSG00000106344	ENSGGOG00000004644
ENSG00000106346	ENSGGOG00000015369
ENSG00000106348	ENSGGOG00000003963
ENSG00000106351	ENSGGOG00000013688
ENSG00000106355	ENSGGOG00000043469
ENSG00000106366	ENSGGOG00000007178
ENSG00000106367	ENSGGOG00000027060
ENSG00000106384	ENSGGOG00000016689
ENSG00000106392	ENSGGOG00000036533
ENSG00000106397	ENSGGOG00000016700
ENSG00000106399	ENSGGOG00000022464
ENSG00000106400	ENSGGOG00000016713
ENSG00000106404	ENSGGOG00000008769
ENSG00000106410	ENSGGOG00000022185
